uniqueID,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
11,B,"Schwarz, N; Lee, SWS",,"Albarracin, D; Johnson, BT",,"Schwarz, Norbert; Lee, Spike W. S.",,,EMBODIED COGNITION AND THE CONSTRUCTION OF ATTITUDES,"HANDBOOK OF ATTITUDES, VOL 1: BASIC PRINCIPLES, 2ND EDITION",,,English,Proceedings Paper,Attitudes Conference,"MAY 17-19, 2017","Philadelphia, PA",,,,MORAL-PURITY; DIRTY HANDS; PERCEPTUAL SYMBOLS; MENTAL SIMULATION; PHYSICAL WARMTH; METAPHOR; RESPONSES; MIND; REPRESENTATION; JUDGMENTS,,"[Schwarz, Norbert] Univ Southern Calif, USC Dornsife Dept Psychol, Los Angeles, CA 90089 USA; [Schwarz, Norbert] Univ Southern Calif, USC Marshall Sch Business, Los Angeles, CA 90089 USA; [Lee, Spike W. S.] Univ Toronto, Rotman Sch Management, Toronto, ON, Canada; [Lee, Spike W. S.] Univ Toronto, Dept Psychol, Toronto, ON, Canada","Schwarz, N (reprint author), Univ Southern Calif, USC Dornsife Dept Psychol, Los Angeles, CA 90089 USA.; Schwarz, N (reprint author), Univ Southern Calif, USC Marshall Sch Business, Los Angeles, CA 90089 USA.",,,,,,,224,0,0,2,2,ROUTLEDGE,ABINGDON,"2 PARK SQ, MILTON PARK, ABINGDON OX14 4RN, OXFORD, ENGLAND",,,978-1-315-17810-3; 978-1-315-17810-3; 978-1-138-64826-5,,,,2019,,,,,,,450,479,,,,,,30,"Communication; Psychology, Social",Communication; Psychology,BM2QW,WOS:000461333400011,,,,,4/26/19
12,J,"Lemonnier, A; Alexopoulos, T",,,,"Lemonnier, Aurore; Alexopoulos, Theodore",,,The modulation of the evaluative priming effect by phasic affect,ACTA PSYCHOLOGICA,,,English,Article,,,,,,Affective modulation; Affective priming; Evaluative priming; Phasic affect,AUTOMATIC ACTIVATION; COGNITIVE-PROCESSES; POSITIVE AFFECT; EMOTIONS; MOOD; INFORMATION; INCREASES,"Previous research suggests that affect modulates the sequential priming effect such that positive affect yields robust sequential priming effects, whereas negative affect inhibits them.-Although this observation has received substantial empirical support for semantic priming effects (i.e., faster responding to a target word following the earlier presentation of a meaningfully related prime), the evidence is rather scant concerning evaluative priming effects (i.e., faster and/or more accurate evaluative responding to a target word when it is preceded by an evaluatively consistent rather than an evaluatively inconsistent prime). The present research aimed at filling this gap, demonstrating the impact of phasic (temporally short-lived) affect on evaluative priming effects. In doing so, we addressed the shortcomings of previous research as we implemented affective contexts that changed from trial to trial in a within-participants design. In Experiments 1 and 2, brief positive music excerpts yielded a reliable evaluative priming effect, whereas brief negative excerpts inhibited it. In Experiment 3, we replicated and generalized these findings using a proprioceptive facial feedback procedure. Our results corroborate and extend previous research by showing that brief negative affect inhibits priming effects as compared to brief positive affect or a control condition. These findings attest to the flexibility of the evaluative priming effect and suggest it is permeable to subtle affective contexts that influence its magnitude.","[Lemonnier, Aurore; Alexopoulos, Theodore] Univ Paris 05, Paris, France","Alexopoulos, T (reprint author), Inst Psychol, Lab Psychol Sociale Contextes & Regulat EA 4471, 71 Av Edouard Vaillant, F-92100 Boulogne, France.",theodore.alexopoulos@parisdescartes.fr,,,,,,48,0,0,1,1,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0001-6918,1873-6297,,ACTA PSYCHOL,Acta Psychol.,JAN,2019,192,,,,,,94,103,,10.1016/j.actpsy.2018.11.001,,,,10,"Psychology, Experimental",Psychology,HI9EW,WOS:000456759100010,30465938,,,,4/26/19
13,J,"Malkowski, M; Clowes, R; Rucinska, Z; Przegalinska, A; Zawidzki, T; Krueger, J; Gies, A; McGann, M; Afeltowicz, L; Wachowski, W; Stjernberg, F; Loughlin, V; Hohol, M",,,,"Malkowski, Marcin; Clowes, Robert; Rucinska, Zuzanna; Przegalinska, Aleksandra; Zawidzki, Tadeusz; Krueger, Joel; Gies, Adam; McGann, Marek; Afeltowicz, Lukasz; Wachowski, Witold; Stjernberg, Fredrik; Loughlin, Victor; Hohol, Mateusz",,,From Wide Cognition to Mechanisms: A Silent Revolution,FRONTIERS IN PSYCHOLOGY,,,English,Article,,,,,,embodied cognition; grounded cognition; extended mind; scaffolded mind; enactivism; distributed cognition; mechanistic explanation; wide mechanism,FACE-TO-FACE; EMOTIONAL EXPERIENCE; RADICAL ENACTIVISM; LANGUAGE; FEEDBACK; BODY; EXPLANATION; SMILE; NEUROSCIENCE; EXPRESSIONS,"In this paper, we argue that several recent 'wide' perspectives on cognition (embodied, embedded, extended, enactive, and distributed) are only partially relevant to the study of cognition. While these wide accounts override traditional methodological individualism, the study of cognition has already progressed beyond these proposed perspectives toward building integrated explanations of the mechanisms involved, including not only internal submechanisms but also interactions with others, groups, cognitive artifacts, and their environment. Wide perspectives are essentially research heuristics for building mechanistic explanations. The claim is substantiated with reference to recent developments in the study of ""mindreading"" and debates on emotions. We argue that the current practice in cognitive (neuro)science has undergone, in effect, a silent mechanistic revolution, and has turned from initial binary oppositions and abstract proposals toward the integration of wide perspectives with the rest of the cognitive (neuro)sciences.","[Malkowski, Marcin; Rucinska, Zuzanna; Hohol, Mateusz] Polish Acad Sci, Inst Philosophy & Sociol, Warsaw, Poland; [Clowes, Robert] Univ Nova Lisboa, Fac Human & Social Sci, Lisbon, Portugal; [Przegalinska, Aleksandra] Kozminski Univ, Dept Int Management, Warsaw, Poland; [Zawidzki, Tadeusz] George Washington Univ, Dept Philosophy, Washington, DC USA; [Krueger, Joel] Univ Exeter, Dept Sociol Philosophy & Anthropol, Exeter, Devon, England; [Gies, Adam] Clemson Univ, Dept Philosophy & Relig, Clemson, SC USA; [McGann, Marek] Univ Limerick, Mary Immaculate Coll, Dept Psychol, Limerick, Ireland; [Afeltowicz, Lukasz] Nicolaus Copernicus Univ, Inst Sociol, Torun, Poland; [Wachowski, Witold] Univ Warsaw, Inst Philosophy, Warsaw, Poland; [Stjernberg, Fredrik] Linkoping Univ, Fac Arts & Humanities, Linkoping, Sweden; [Loughlin, Victor] Univ Antwerp, Dept Philosophy, Antwerp, Belgium; [Hohol, Mateusz] Jagiellonian Univ, Copernicus Ctr Interdisciplinary Studies, Krakow, Poland","Hohol, M (reprint author), Polish Acad Sci, Inst Philosophy & Sociol, Warsaw, Poland.; Hohol, M (reprint author), Jagiellonian Univ, Copernicus Ctr Interdisciplinary Studies, Krakow, Poland.",mateusz.hohol@uj.edu.pl,"Milkowski, Marcin/L-5642-2013; Hohol, Mateusz/E-8576-2013","Milkowski, Marcin/0000-0001-7646-5742; Przegalinska, Aleksandra/0000-0003-0864-8007; Hohol, Mateusz/0000-0003-0422-5488",FET Open Coordinated Action FP7-ICT-2009-C Project [286370],"This manuscript is partly based on the unpublished report of The European Network for Social Intelligence, SINTELNET (FET Open Coordinated Action FP7-ICT-2009-C Project No. 286370). The authors declare that they hold the copyright of the SINTELNET report and that no further permission is required for the use of this material. They also would like to thank David Pearce for the coordination of SINTELNET and proofreading of the previous version of the manuscript.",,187,0,0,4,4,FRONTIERS MEDIA SA,LAUSANNE,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",1664-1078,,,FRONT PSYCHOL,Front. Psychol.,6-Dec,2018,9,,,,,,,,2393,10.3389/fpsyg.2018.02393,,,,17,"Psychology, Multidisciplinary",Psychology,HD1UF,WOS:000452296600001,30574107,"DOAJ Gold, Green Published",,,4/26/19
14,J,"Olsen, C; Gold, A",,,,"Olsen, Carmen; Gold, Anna",,,Future research directions at the intersection between cognitive neuroscience research and auditors' professional skepticism,JOURNAL OF ACCOUNTING LITERATURE,,,English,Article,,,,,,Cognitive neuroscience; Auditors' professional skepticism; Trust; Trait and state skepticism; Fraud detection; Skeptical judgment and action,FRAUD RISK; FMRI; DECISION; JUDGMENTS; BRAIN; TRUST; DECEPTION; SYSTEM; MINDS; SCALE,"Drawing on the literature from cognitive neuroscience and auditing research on professional skepticism (PS), this paper identifies new research questions, determinants, and theories that may resolve current problem areas in PS research. We identify the following PS research areas that neuroscientific perspectives can potentially improve: 1) theory, 2) trust, 3) trait and state skepticism, 4) deception/fraud detection, and 5) skeptical judgment and action. The paper concludes with a discussion of the critical question of whether integrating a neuroscientific perspective in PS research is worthwhile and provides further direction for future research.","[Olsen, Carmen; Gold, Anna] Norwegian Sch Econ, Bergen, Norway; [Gold, Anna] Vrije Univ Amsterdam, Amsterdam, Netherlands","Olsen, C (reprint author), Dept Accounting Auditing & Law, Helleveien 30, N-5045 Bergen, Norway.",carmen.olsen@nhh.no,,"Gold, Anna/0000-0002-1754-7673",,,,97,0,0,5,5,ELSEVIER SCIENCE INC,NEW YORK,"360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA",0737-4607,,,J ACCOUNT LIT,J. Account. Lit.,DEC,2018,41,,,,,,127,141,,10.1016/j.acclit.2018.03.006,,,,15,"Business, Finance",Business & Economics,GY5IS,WOS:000448608400008,,,,,4/26/19
15,J,"Smith, R; Killgore, WDS; Alkozei, A; Lane, RD",,,,"Smith, Ryan; Killgore, William D. S.; Alkozei, Anna; Lane, Richard D.",,,A neuro-cognitive process model of emotional intelligence,BIOLOGICAL PSYCHOLOGY,,,English,Review,,,,,,Emotional intelligence; Neural systems; Emotion perception; Emotion regulation; Emotional awareness; Predictive coding; Active inference,WORKING-MEMORY CAPACITY; MEDIAL PREFRONTAL CORTEX; FACIAL EXPRESSION; INDIVIDUAL-DIFFERENCES; FRONTAL-CORTEX; SELF-REPORT; TRADITIONAL STANDARDS; CONSCIOUS PERCEPTION; SELECTIVE ATTENTION; SOCIAL COGNITION,"The construct of emotional intelligence (EI) broadly reflects the idea that individuals differ in their disposition/ability to adaptively generate, recognize, understand, and regulate the emotions of self and others. However, while the neural processes underlying such differences have begun to receive investigation, no brain-based model of EI has yet been proposed to help guide the design and interpretation of neuroimaging research in this area. In this article, we propose a neural model of EI to fill this need. This model incorporates recent insights from emotion theory, computational neuroscience, and large-scale network models of brain function. It also highlights several domain general processes - including those underlying conceptualization, automatic attention, habit formation, and cognitive control - that offer plausible targets for improving EI with training. Our model offers considerable promise in advancing understanding of intelligent emotional functioning and in guiding future neuroscience research on EI.","[Smith, Ryan; Killgore, William D. S.; Alkozei, Anna; Lane, Richard D.] Univ Arizona, Dept Psychiat, Tucson, AZ USA; [Smith, Ryan] Laureate Inst Brain Res, 6655 South Yale Ave, Tulsa, OK 74136 USA","Smith, R (reprint author), Laureate Inst Brain Res, 6655 South Yale Ave, Tulsa, OK 74136 USA.",rsmith@laureateinstitute.org,,"Smith, Ryan/0000-0002-4448-185X",,,,321,0,0,14,14,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0301-0511,1873-6246,,BIOL PSYCHOL,Biol. Psychol.,NOV,2018,139,,,,,,131,151,,10.1016/j.biopsycho.2018.10.012,,,,21,"Psychology, Biological; Behavioral Sciences; Psychology; Psychology, Experimental",Psychology; Behavioral Sciences,HB6XE,WOS:000451216000014,30392827,,,,4/26/19
16,J,"Ringmar, E",,,,"Ringmar, Erik",,,What are public moods?,EUROPEAN JOURNAL OF SOCIAL THEORY,,,English,Article,,,,,,attunement; embodiment; emotions; generations; moods; phenomenological sociology; public moods,ATTENTION; BODY; SYNCHRONY; PATTERNS,"'Public moods' are often referred to in laymen's accounts of public reactions to social events, yet the concept has rarely been invoked by social scientists. Taking public moods seriously as an analytical concept, this article relies on recent work on the moods of individuals as a means of exploring the moods of the public. To be in a certain mood is to attune oneself to the situation in which one finds oneself. Our mood is the report we give on the state of our attunement. A public mood can either be understood as the mood of a certain age, the mood of an audience which jointly attends to a public performance, or the bonding which takes places between bodies which are in close physical proximity to each other. It is in the public mood that emotions, thoughts and plans for action arise.","[Ringmar, Erik] Lund Univ, Lund, Sweden","Ringmar, E (reprint author), Lund Univ, Dept Polit Sci, Box 52, S-22100 Lund, Sweden.",erik@ringmar.net,,,,,,95,0,0,0,0,SAGE PUBLICATIONS LTD,LONDON,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",1368-4310,1461-7137,,EUR J SOC THEORY,Eur. J. Soc. Theory,NOV,2018,21,4,,,,,453,469,,10.1177/1368431017736995,,,,17,Sociology,Sociology,GV6EH,WOS:000446200100003,,,,,4/26/19
17,J,"Rosseland, R; Pallesen, S; Nordhus, IH; Matre, D; Blagestad, T",,,,"Rosseland, Ragna; Pallesen, Stale; Nordhus, Inger Hilde; Matre, Dagfinn; Blagestad, Tone",,,Effects of Sleep Fragmentation and Induced Mood on Pain Tolerance and Pain Sensitivity in Young Healthy Adults,FRONTIERS IN PSYCHOLOGY,,,English,Article,,,,,,sleep fragmentation; pain; mood induction; sleep; mood pain tolerance; pain sensitivity; mood elicitation,DEPRIVATION; RESTRICTION; RESILIENCE; PERCEPTION; MODULATION; WOMEN; MODEL; INHIBITION; ANALGESICS; VALIDATION,"Background: Experimental research exploring the sleep/pain-relationship has typically focused on total or partial sleep deprivation, hereby failing to reproduce the mere fragmented sleep pattern typically observed in patients with chronic pain. Further, little research is done on how affect moderates the sleep-pain relationship after sleep fragmentation. The present study sought to clarify the relationship between pain, sleep and positive and negative affect. Methods: In an experimental counterbalanced crossover design, 35 healthy young adults were subjected to several pain measures after one night of fragmented sleep, compared to one control night of normal sleep, both conducted in their own homes, and respectively, positive and negative affect induction using validated film clips and facial feedback procedures. Sleep was monitored using sleep diaries. Results: Increased pain sensitivity after one night of experimentally induced sleep fragmentation was found, compared to after one control night of undisturbed sleep. No main effects of induced affect on pain were found, and sleep x induced affect interaction was not significant. Conclusion: The present study supports the adverse effect of sleep fragmentation on pain sensitivity, however, affect was not found to be a moderator in the sleep-pain relationship. The results underline the need for further research within this field.","[Rosseland, Ragna; Pallesen, Stale] Univ Bergen, Dept Psychosocial Sci, Bergen, Norway; [Pallesen, Stale; Blagestad, Tone] Haukeland Hosp, Notwegian Competence Ctr Sleep Disorders, Bergen, Norway; [Nordhus, Inger Hilde] Univ Bergen, Dept Clin Psychol, Bergen, Norway; [Nordhus, Inger Hilde] Univ Oslo, Dept Behav Sci Med, Oslo, Norway; [Matre, Dagfinn] Natl Inst Occupat Hlth, Dept Work Psychol & Physiol, Oslo, Norway","Rosseland, R (reprint author), Univ Bergen, Dept Psychosocial Sci, Bergen, Norway.",Ragna.Rosseland@student.uib.no,,,Research Council of Norway,"This research was supported by a grant from The Research Council of Norway. This grant did not influence any aspect of the project, and the content of this manuscript is solely the responsibility of the authors.",,52,0,0,1,1,FRONTIERS MEDIA SA,LAUSANNE,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",1664-1078,,,FRONT PSYCHOL,Front. Psychol.,31-Oct,2018,9,,,,,,,,2089,10.3389/fpsyg.2018.02089,,,,9,"Psychology, Multidisciplinary",Psychology,GY8RJ,WOS:000448900000001,30429815,DOAJ Gold,,,4/26/19
18,J,"Lewis, MB",,,,"Lewis, Michael B.",,,The interactions between botulinum-toxin-based facial treatments and embodied emotions,SCIENTIFIC REPORTS,,,English,Article,,,,,,,DUCHENNE SMILE; DEPRESSION; FEEDBACK; ONABOTULINUMTOXINA; RECOGNITION; EXPRESSION; MIMICRY,"Botulinum toxin (BTX) injections reduce muscle mobility and are commonly used to treat the appearance of glabellar frown lines. Research shows that this cosmetic treatment leads to a reduction in depression. This reduction is consistent with the theory of embodied emotions because patients have a reduced ability to frown and so receive less negative feedback associated with this action. The current research explored this effect and three further hypotheses for the effects of cosmetic BTX injections based on embodied emotions. It was hypothesised that treatment of crow's feet (or laughter lines) would reduce mood as patients' Duchenne smiles would be impaired. It was hypothesised that facial BTX treatments would impair emotional expression recognition because the ability to mimic emotions would be reduced. Finally, it was hypothesised that, as BTX treatments prevent facial expressions associated with sexual excitement, sexual function would be impaired after treatment. Twenty four BTX-treated and twelve matched participants (all female) were tested before and after treatment. Results found that BTX treatment of laughter lines was associated with increased depression scores. Further, BTX treatment was associated with reduced emotion recognition ability and sexual function. The current results add to our knowledge of the psychological effects of injections of powerful neurotoxins and broaden the scope of the embodiment of emotions.","[Lewis, Michael B.] Cardiff Univ, Sch Psychol, Cardiff CF10 3AT, S Glam, Wales","Lewis, MB (reprint author), Cardiff Univ, Sch Psychol, Cardiff CF10 3AT, S Glam, Wales.",LewisMB@Cardiff.ac.uk,,"Lewis, Michael/0000-0002-5735-5318",,,,52,1,1,8,11,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",2045-2322,,,SCI REP-UK,Sci Rep,3-Oct,2018,8,,,,,,,,14720,10.1038/s41598-018-33119-1,,,,10,Multidisciplinary Sciences,Science & Technology - Other Topics,GV7US,WOS:000446339400004,30283017,"DOAJ Gold, Green Published",,,4/26/19
19,J,"Van Kerckhove, A; Pandelaere, M",,,,"Van Kerckhove, Anneleen; Pandelaere, Mario",,,Why Are You Swiping Right? The Impact of Product Orientation on Swiping Responses,JOURNAL OF CONSUMER RESEARCH,,,English,Article,,,,,,affordance; product orientation; touchscreen; tablet; mobile device; stimulus-response compatibility,STIMULUS-RESPONSE; DIMENSIONAL OVERLAP; EVALUATION MODE; COMPATIBILITY; CHOICE; PURCHASE; POSITION; FLUENCY; DISPLAY; CONTEXT,"Many apps require consumers to evaluate products by swiping them to the right or left. This work explores whether product orientation affects the product evaluations communicated by swiping movements, compared with those made by pressing onscreen buttons. Building on stimulus-response compatibility (SRC) theory, which suggests that irrelevant product display features can activate certain behavioral responses when the product display and the behavioral response share a common dimension, this study predicts that the horizontal direction (left to right or right to left) cued by a product's orientation should facilitate a swipe movement in the congruent direction. Five studies indicate that when people use swiping movements to evaluate objects, their evaluations are influenced by the object's orientation, whereas evaluations conveyed through button presses reveal no orientation effect. The orientation effect for swiping responses also disappears when the objects contain a direction cue that is incongruent with their orientation, and when only one directional swipe movement is defined as a valid response option. Moreover, the effect holds for subjective evaluations but is eliminated for objective judgments, when these involve no time pressure.","[Van Kerckhove, Anneleen] Univ Ghent, Fac Econ & Business Adm, Mkt, Tweekerkenstr 2, B-9000 Ghent, Belgium; [Pandelaere, Mario] Virginia Tech, Pamplin Coll Business, Mkt, 880 West Campus Dr, Blacksburg, VA 24061 USA","Van Kerckhove, A (reprint author), Univ Ghent, Fac Econ & Business Adm, Mkt, Tweekerkenstr 2, B-9000 Ghent, Belgium.",anneleen.vankerckhove@ugent.be; mpand@vt.edu,,,Flemish Fund for Scientific Research [G020215N],This research was supported by funding through the Flemish Fund for Scientific Research to the second author (grant G020215N).,,66,0,0,24,24,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0093-5301,1537-5277,,J CONSUM RES,J. Consum. Res.,OCT,2018,45,3,,,,,633,647,,10.1093/jcr/ucy013,,,,15,Business,Business & Economics,GZ0IN,WOS:000449045700009,,,,,4/26/19
20,J,"Sidhu, DM; Pexman, PM",,,,"Sidhu, David M.; Pexman, Penny M.",,,Five mechanisms of sound symbolic association,PSYCHONOMIC BULLETIN & REVIEW,,,English,Review,,,,,,Sound symbolism; Iconicity; Crossmodal correspondences; Psycholinguistics,TAKETE-MALUMA PHENOMENON; CROSS-SENSORY CORRESPONDENCES; AUTISM SPECTRUM DISORDERS; PHONETIC SYMBOLISM; BODY-SIZE; SPEEDED CLASSIFICATION; SHAPE CORRESPONDENCES; MODAL SIMILARITY; PITCH; LANGUAGE,"Sound symbolism refers to an association between phonemes and stimuli containing particular perceptual and/or semantic elements (e.g., objects of a certain size or shape). Some of the best-known examples include the mil/mal effect (Sapir, Journal of Experimental Psychology, 12, 225-239, 1929) and the maluma/takete effect (Kohler, 1929). Interest in this topic has been on the rise within psychology, and studies have demonstrated that sound symbolic effects are relevant for many facets of cognition, including language, action, memory, and categorization. Sound symbolism also provides a mechanism by which words' forms can have nonarbitrary, iconic relationships with their meanings. Although various proposals have been put forth for how phonetic features (both acoustic and articulatory) come to be associated with stimuli, there is as yet no generally agreed-upon explanation. We review five proposals: statistical co-occurrence between phonetic features and associated stimuli in the environment, a shared property among phonetic features and stimuli; neural factors; species-general, evolved associations; and patterns extracted from language. We identify a number of outstanding questions that need to be addressed on this topic and suggest next steps for the field.","[Sidhu, David M.; Pexman, Penny M.] Univ Calgary, Calgary, AB, Canada","Sidhu, DM (reprint author), Univ Calgary, Calgary, AB, Canada.",dsidhu@ucalgary.ca,,"Pexman, Penny/0000-0001-7130-0973",Natural Sciences and Engineering Research Council of Canada (NSERC); Alberta Innovates: Health Solutions (AIHS),"This research was supported by the Natural Sciences and Engineering Research Council of Canada (NSERC) through a postgraduate scholarship to D.M.S. and a Discovery Grant to P.M.P., and by Alberta Innovates: Health Solutions (AIHS) through a graduate scholarship to D.M.S.",,200,4,4,1,3,SPRINGER,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013 USA",1069-9384,1531-5320,,PSYCHON B REV,Psychon. Bull. Rev.,OCT,2018,25,5,,,,,1619,1643,,10.3758/s13423-017-1361-1,,,,25,"Psychology, Mathematical; Psychology, Experimental",Psychology,GW0GG,WOS:000446540900004,28840520,Other Gold,,,4/26/19
21,J,"McBee, MT; Makel, MC; Peters, SJ; Matthews, MS",,,,"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.",,,A Call for Open Science in Giftedness Research,GIFTED CHILD QUARTERLY,,,English,Article,,,,,,preregistration; replication; reproducibility; replication crisis; p-hacking; questionable research practices (QRPs); HARKing; open science; open data; open materials; registered report,PSYCHOLOGICAL-SCIENCE; REGISTERED REPORTS; PUBLICATION BIAS; FILE DRAWER; REPLICATION; CITATIONS,"Current practices in study design and data analysis have led to low reproducibility and replicability of findings in fields such as psychology, medicine, biology, and economics. Because gifted education research relies on the same underlying statistical and sociological paradigms, it is likely that it too suffers from these problems. This article discusses the origin of the poor replicability and introduces a set of open science practices that can increase the rigor and trustworthiness of gifted education's scientific findings: preregistration, open data and open materials, registered reports, and preprints. Readers are directed to Internet resources for facilitating open science. To model these practices, a pre peer-review preprint of this article is available at https://psyarxiv.com/nhuv3/.","[McBee, Matthew T.] East Tennessee State Univ, Psychol, Johnson City, TN USA; [Makel, Matthew C.] Duke Univ, Talent Identificat Program, Res, Durham, NC 27706 USA; [Peters, Scott J.] Univ Wisconsin, Educ Fdn, Whitewater, WI 53190 USA; [Peters, Scott J.] Univ Wisconsin, Educ, Whitewater, WI 53190 USA; [Matthews, Michael S.] Univ N Carolina, Charlotte, NC USA; [Matthews, Michael S.] Univ N Carolina, Acad & Intellectually Gifted Grad Programs, Charlotte, NC USA","McBee, MT (reprint author), East Tennessee State Univ, Dept Psychol, 413 Rogers Stout, Johnson City, TN 37614 USA.",mcbeem@etsu.edu,,"Matthews, Michael/0000-0003-1695-2498",,,,70,4,4,7,11,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0016-9862,1934-9041,,GIFTED CHILD QUART,Gifted Child Q.,OCT,2018,62,4,,,,,374,388,,10.1177/0016986218784178,,,,15,"Education, Special; Psychology, Educational",Education & Educational Research; Psychology,GT3LM,WOS:000444404500003,,,,,4/26/19
22,J,"Seligman, R",,,,"Seligman, Rebecca",,,"Mind, Body, Brain, and the Conditions of Meaning",ETHOS,,,English,Article,,,,,,Embodiment; brain; grounded cognition; spirit possession; religious healing,SOMATOSENSORY CORTEX; EMBODIMENT; ANTHROPOLOGY; KNOWLEDGE; METAPHOR; PLACEBO; STRESS; BRAZIL; PERSPECTIVE; MECHANISMS,"This article explores the relationship between meaning and the body, and the role of mind and brain in mediating this relationship. Drawing on research on grounded cognition in cognitive neuropsychology, I consider the mechanisms through which meanings become embodied. I illustrate my argument using examples of the ways in which meaning conditions experiences of illness and health. Focusing especially on the example of religious healing through spirit possession, I explore how the state of one's body can be conditioned by meaning, and in turn, how the condition of one's body may affect cognitive processes of meaning making. In doing so, this article aims not only to inform anthropological understandings of embodiment, but also the way we think about cognition, knowledge, and meaning.","[Seligman, Rebecca] Northwestern Univ, Anthropol, Evanston, IL 60208 USA","Seligman, R (reprint author), Northwestern Univ, Anthropol, Evanston, IL 60208 USA.",,,,NIH; NSF,My deepest thanks to the Candomble mediums who shared their knowledge and experience with me. Thanks also to Megan Crowley Matoka and Peter Stromberg for their insightful comments on earlier drafts of this article and to the three anonymous reviewers whose comments were instrumental in refining the arguments presented here. The research described in this article was approved by the University institutional review board and funded by NIH and NSF.,,108,0,0,6,7,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0091-2131,1548-1352,,ETHOS,Ethos,SEP,2018,46,3,,,SI,,397,417,,10.1111/etho.12207,,,,21,"Anthropology; Psychology, Multidisciplinary",Anthropology; Psychology,GS5FK,WOS:000443682400007,,,,,4/26/19
